Functionality	H3F3A	H3K20me1	H3K23ac	H3K27ac	H3K36me3	H3K4me1	H3K4me3	H3K79me1	 H3K79me2	H3K9ac	H3K9me3	H4K4me2
Yes	0	9.88437	0	858.615	67.0527	223.166	76.9222	0	13.1459	49.8051	0.753067	98.9216
No	0	3.49429	0	13.0818	0	13.3552	0	0	7.60674	49.8051	0	63.7535
Yes	3.36833	120.986	0	243.32	2049.89	106.597	0	3.68888	34.863	0	0	11.5559
Yes	0	306.446	0	157.601	5441.31	124.801	0	25.2899	214.889	2.18932	0	0
Yes	0	306.446	0	157.601	5441.31	124.801	0	25.2899	214.889	2.18932	0	0
No	0	0	0	32.1394	0	47.4034	4.90249	0	4.38291	9.35074	0	0
No	0	0	0	16.2656	14.6265	14.6162	4.37827	0	19.3784	0	2.72579	0
No	0	0	0	16.2656	14.6265	14.6162	4.37827	0	19.3784	0	2.72579	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	19.3864	0	40.0659	0	0	0	0	0	0
No	0	0	0	2.34556	8.31654	0	0	0	0	0	0	17.3266
No	0	0	0	5.41144	0	0	0	0	0	0	0	0
No	0	0	0	12.6945	1.39041	6.13725	0	0	0	0	0	0
No	0	0	0	0	2.16607	6.87737	5.00548	0	0	0	139.711	0
Yes	31.7591	6.14644	0	10158.5	1311.9	1319.45	20773.2	0	0	1212.68	190.351	960.387
Yes	37.9965	2.24164	0	10051.5	1248.67	1542.46	20968.4	0	0	1308.31	172.518	1042.26
Yes	35.8971	0	0	6729.88	724.783	1133.02	19424.5	0	0	1003.75	19.748	1028.44
Yes	44.1396	0	0	4687.48	593.205	3021.9	16850.6	0	0	321.646	63.0853	1148.63
Yes	44.1396	0	0	4687.48	593.205	3021.9	16850.6	0	0	321.646	63.0853	1148.63
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	15.2454	0	128.619	10.1537	0	0	0	0	113.139
No	0	0	0	15.2454	0	128.619	10.1537	0	0	0	0	113.139
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	7.77124	72.7991	0	1998.47	2164.83	296.599	7.02579	11.6257	50.6916	89.1369	0	5.31989
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	13.8591	56.5613	0	978.049	53.6554	416.3	84.8559	3.53983	0	53.2664	0	34.7412
No	0	0	0	0	13.7881	7.07167	9.94548	0	0	0	105.728	0
No	0	0	0	0	13.7881	7.07167	9.94548	0	0	0	105.728	0
No	0	0	0	55.1631	246.24	0	0	0	0	0	2288.1	103.317
No	0	0	0	55.1631	246.24	0	0	0	0	0	2288.1	103.317
No	0	0	0	55.1631	246.24	0	0	0	0	0	2288.1	103.317
No	0	0	0	55.1631	246.24	0	0	0	0	0	2288.1	103.317
No	0	0	0	4.50988	3.44252	3.78993	0	0	0	0	132.797	0
No	0	0	0	0	3.1021	0	0	0	0	0	281.45	0
No	0	0	0	0	0	0	0	0	0	0	127.71	0
No	0	0	0	0	13.4255	0	0	0	0	0	200.444	0
No	0	0	0	10.3976	70.2496	0	0	0	0	0	1198.81	0
No	0	0	0	10.3976	70.2496	0	0	0	0	0	1198.81	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	52.8231	0
No	0	0	0	26.2729	10.0703	18.1484	0	0	0	0	187.251	0
Yes	4.80142	284.881	0	72.1592	957.234	249.56	19.9298	27.0106	379.858	0	0	0
Yes	4.80142	284.881	0	72.1592	957.234	249.56	19.9298	27.0106	379.858	0	0	0
No	0	0	0	0	8.01415	0	0	0	0	0	25.2957	0
No	0	0	0	38.8341	4.84164	65.7255	24.6917	0	15.8121	0	19.2778	29.1965
No	32.3095	0	10.9337	28612.3	250.113	2394.38	73243.5	16.9294	7.39988	3767.06	6.48417	2036.71
No	32.3095	0	10.9337	28612.3	250.113	2394.38	73243.5	16.9294	7.39988	3767.06	6.48417	2036.71
No	25.3047	0	0	1640.77	7.35137	272.271	4543.63	0	15.546	132.369	0	191.162
No	0	0	0	5.61434	51.1808	7.29244	1.32068	0	0	0	428.434	0
No	0	0	0	37.0785	25.8845	0	223.524	0	6.54501	38.9427	172.632	37.6303
No	0	0	0	37.0785	25.8845	0	223.524	0	6.54501	38.9427	172.632	37.6303
No	0	0	0	37.0785	25.8845	0	223.524	0	6.54501	38.9427	172.632	37.6303
No	0	0	0	0	72.1507	0	6.69802	0	0	0	365.771	0
No	0	0	0	0	72.1507	0	6.69802	0	0	0	365.771	0
No	0	0	0	0	0	38.5015	0	0	0	0	0	17.8714
No	0	0	0	0	0	38.5015	0	0	0	0	0	17.8714
No	0	0	0	0	0	0	0	0	0	0	53.91	0
No	0	0	0	36.0118	7.54052	12.0085	0	0	0	0	0	0
No	0	0	0	36.0118	7.54052	12.0085	0	0	0	0	0	0
No	0	0	0	19.6382	2.02758	0	0	0	0	0	0	0
Yes	179.466	926.584	19.4507	17873.4	7409.38	4993.12	86529.1	6.886	1577.66	6702.19	13.6856	3141.39
Yes	179.466	926.584	19.4507	17873.4	7409.38	4993.12	86529.1	6.886	1577.66	6702.19	13.6856	3141.39
Yes	92.1855	422.458	13.9765	11391.4	3220.51	1349.45	43755.5	3.5779	798.364	3503.06	43.9918	1570.69
No	0	0	0	0	0	0	0	0	0	0	905.801	0
No	0	0	0	0	0	0	0	0	0	0	905.801	0
No	0	0	0	0	7.61398	0	10.054	0	0	0	39.1777	0
No	0	0	0	0	7.61398	0	10.054	0	0	0	39.1777	0
Yes	13.331	34.5484	0	36003	4127.46	2198.1	77469.6	0	0	4153.83	371.166	3026.78
Yes	13.331	34.5484	0	36003	4127.46	2198.1	77469.6	0	0	4153.83	371.166	3026.78
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	35.7662	0	0	25140.6	20.2107	3795.49	54381.2	5.86724	2.1547	7366.76	0	3808.99
No	35.7662	0	0	25140.6	20.2107	3795.49	54381.2	5.86724	2.1547	7366.76	0	3808.99
No	35.7662	0	0	25140.6	20.2107	3795.49	54381.2	5.86724	2.1547	7366.76	0	3808.99
Yes	146.028	79.3687	49.9997	31161.6	796.309	1080.08	59916.6	40.8924	743.183	10649.4	12.5508	4142.56
Yes	146.028	79.3687	49.9997	31161.6	796.309	1080.08	59916.6	40.8924	743.183	10649.4	12.5508	4142.56
Yes	146.028	79.3687	49.9997	31161.6	796.309	1080.08	59916.6	40.8924	743.183	10649.4	12.5508	4142.56
No	0	0	0	21.9241	0	8.25624	0	0	0	0	6.05523	0
No	0	0	0	49.9452	2.97658	52.8685	31.8396	0	0	3.62177	0	24.7591
Yes	12.4987	11.3293	0	118.916	3036.2	23.7289	1.52736	0	0	0	0	0
No	0	0	0	6.98466	0	139.287	0	0	0	0	0	152.592
No	0	0	0	0	0	40.7531	0	0	0	0	0.0639474	27.1953
No	0	0	0	11.787	0	5.80989	14.8897	0	0	0	22.4239	0
No	0	0	0	0	5.80166	0	0	0	0	0	136.458	0
No	0	0	0	0	5.80166	0	0	0	0	0	136.458	0
No	0	0	0	39.5928	16.9743	6.3271	0	0	0	0	201.345	4.1128
No	5.25823	0	0	0	17.808	39.9932	0	0	0	0	1161.08	0
No	5.25823	0	0	0	17.808	39.9932	0	0	0	0	1161.08	0
No	5.25823	0	0	0	17.808	39.9932	0	0	0	0	1161.08	0
No	12.4893	0	0	35.3323	484.244	0	24.1012	0	0	0	3486.36	0
No	12.4893	0	0	35.3323	484.244	0	24.1012	0	0	0	3486.36	0
No	12.4893	0	0	35.3323	484.244	0	24.1012	0	0	0	3486.36	0
No	12.4893	0	0	35.3323	484.244	0	24.1012	0	0	0	3486.36	0
Yes	0	61.6236	0	0	1141.72	0	0	0	0	0	0	0
Yes	0	61.6236	0	0	1141.72	0	0	0	0	0	0	0
Yes	0	61.6236	0	0	1141.72	0	0	0	0	0	0	0
Yes	0	56.511	0	0	508.92	2.46957	0	0	0	0	0	0
Yes	0	56.511	0	0	508.92	2.46957	0	0	0	0	0	0
Yes	0	56.511	0	0	508.92	2.46957	0	0	0	0	0	0
Yes	0	56.511	0	0	508.92	2.46957	0	0	0	0	0	0
No	0	0	0	16700.9	213.966	397.578	102035	0	209.316	3464.78	29.3837	2409.94
No	0	0	0	16700.9	213.966	397.578	102035	0	209.316	3464.78	29.3837	2409.94
No	0	0	0	16700.9	213.966	397.578	102035	0	209.316	3464.78	29.3837	2409.94
No	0	0	0	16700.9	213.966	397.578	102035	0	209.316	3464.78	29.3837	2409.94
No	4.02734	13.711	0	96.2196	0.998181	397.185	7.7982	0	0	1.8889	0	21.7322
Yes	32.6864	0	0	2538.09	1.81336	5063.83	22854.4	6.85048	104.477	1772.66	0	2440.1
Yes	32.6864	0	0	2538.09	1.81336	5063.83	22854.4	6.85048	104.477	1772.66	0	2440.1
Yes	69.6273	0	0	55939.5	2044.48	5231.85	17974.6	0	0	7340.37	28.113	2459.92
Yes	69.6273	0	0	55939.5	2044.48	5231.85	17974.6	0	0	7340.37	28.113	2459.92
Yes	69.6273	0	0	55939.5	2044.48	5231.85	17974.6	0	0	7340.37	28.113	2459.92
Yes	69.6273	0	0	55939.5	2044.48	5231.85	17974.6	0	0	7340.37	28.113	2459.92
No	17.4292	0	4.14924	14656.3	384.037	2038.9	21608.7	4.36987	0	1848.36	3.5326	1255.92
Yes	16.109	0	0	17830.2	622.99	680.822	17287.2	0	0	1750.75	43.0323	273.437
No	52.984	6.4099	0	2301.37	124.75	575.108	162.655	0	0	149.97	0.820051	403.133
No	246.389	25.5144	0	5866.25	462.413	3361.39	1232.58	0	0	362.908	13.6457	1517.37
No	246.389	25.5144	0	5866.25	462.413	3361.39	1232.58	0	0	362.908	13.6457	1517.37
No	246.389	25.5144	0	5866.25	462.413	3361.39	1232.58	0	0	362.908	13.6457	1517.37
No	246.389	25.5144	0	5866.25	462.413	3361.39	1232.58	0	0	362.908	13.6457	1517.37
No	0	0	0	0.98861	0	0	5.36883	0	0	0	0	0
No	5.2606	0	0	303.11	45.9633	484.128	3.11668	0	0	2.10295	0	27.7949
Yes	3.08595	0	0	10.5383	3198.49	0	0	0	0	0	0	0
Yes	3.08595	0	0	10.5383	3198.49	0	0	0	0	0	0	0
Yes	0	3.75051	0	0	360.204	0	0	0	4.31923	0	0	0
No	12.9153	5.52596	0	349.448	26.0099	2349.89	122.657	1.9575	0	31.4277	0	865.731
No	12.9153	5.52596	0	349.448	26.0099	2349.89	122.657	1.9575	0	31.4277	0	865.731
Yes	0	64.2817	0	204.836	647.018	56.637	3.15956	0	137.992	0	0	2.40231
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	10.8447	0	56.8484	0	0	0	0	11.1237	24.1908
No	0	0	0	17.1276	0	0	10.0194	0	0	0	1.30022	0
No	0	0	0	96.2328	0	160.648	0	0	0	0	0	0
No	0	0	0	96.2328	0	160.648	0	0	0	0	0	0
No	0	0	0	96.2328	0	160.648	0	0	0	0	0	0
No	0	0	0	96.2328	0	160.648	0	0	0	0	0	0
No	0	0	0	45.194	9.65084	0	0	0	0	0	0	0
No	0	0	0	45.194	9.65084	0	0	0	0	0	0	0
No	0	0	0	45.194	9.65084	0	0	0	0	0	0	0
No	13.7073	0	0	99.0663	0	260.041	30.2789	0	0	0	0	0
No	13.7073	0	0	99.0663	0	260.041	30.2789	0	0	0	0	0
No	13.7073	0	0	99.0663	0	260.041	30.2789	0	0	0	0	0
No	13.7073	0	0	99.0663	0	260.041	30.2789	0	0	0	0	0
Yes	0	7.90016	0	0	1945.99	0	0	7.65857	6.85414	0	0	0
Yes	0	7.90016	0	0	1945.99	0	0	7.65857	6.85414	0	0	0
Yes	16.7661	1.61388	5.59214	11900.7	1533.34	1993.57	31757.3	0	4.91118	1693.44	432.39	994.109
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	51.9045	5.40356	187.129	3.00891	1099.66	2074.52	0	0	28.9095	32.5309	403.237
Yes	320.827	1403.39	0	28461.7	14752.1	10652.6	153173	0	3647.6	10851.1	0	5868.23
Yes	320.827	1403.39	0	28461.7	14752.1	10652.6	153173	0	3647.6	10851.1	0	5868.23
Yes	320.827	1403.39	0	28461.7	14752.1	10652.6	153173	0	3647.6	10851.1	0	5868.23
Yes	320.827	1403.39	0	28461.7	14752.1	10652.6	153173	0	3647.6	10851.1	0	5868.23
No	0	2.17675	0	130.353	15.6298	123.29	13.2189	0	8.81448	0	0	39.9348
No	0	2.17675	0	130.353	15.6298	123.29	13.2189	0	8.81448	0	0	39.9348
No	0	0	0	64.1337	0	145.693	981.279	0	3.76144	0	0	64.7263
No	19.7568	8.01318	0	2232.42	7.1295	1791.88	32.6895	13.3174	0	175.28	0	24.8462
No	19.7568	8.01318	0	2232.42	7.1295	1791.88	32.6895	13.3174	0	175.28	0	24.8462
No	19.7568	8.01318	0	2232.42	7.1295	1791.88	32.6895	13.3174	0	175.28	0	24.8462
Yes	200.413	990.431	11.1081	9658.42	6826.2	8842.61	56785.5	12.4663	2080.57	6993.42	0	4948.15
Yes	200.413	990.431	11.1081	9658.42	6826.2	8842.61	56785.5	12.4663	2080.57	6993.42	0	4948.15
Yes	200.413	990.431	11.1081	9658.42	6826.2	8842.61	56785.5	12.4663	2080.57	6993.42	0	4948.15
Yes	200.413	990.431	11.1081	9658.42	6826.2	8842.61	56785.5	12.4663	2080.57	6993.42	0	4948.15
No	0	0	0	0	0	89.0962	0	0	0	0	0	0
No	0	0	0	0	0	89.0962	0	0	0	0	0	0
No	0	0	0	0	0	89.0962	0	0	0	0	0	0
No	0	0	0	0	0	89.0962	0	0	0	0	0	0
No	7.8272	0	0	115.96	4.02692	171.289	42.5682	0	0	0	0	7.89167
No	0	0	0	1116.1	18.8651	1735.2	101.853	0	0	0	0	0
No	0	0	0	1116.1	18.8651	1735.2	101.853	0	0	0	0	0
Yes	13.5037	14.5877	0	16.3534	8225.02	0	0	17.5251	0	0	0	0
Yes	13.5037	14.5877	0	16.3534	8225.02	0	0	17.5251	0	0	0	0
Yes	13.5037	14.5877	0	16.3534	8225.02	0	0	17.5251	0	0	0	0
Yes	13.5037	14.5877	0	16.3534	8225.02	0	0	17.5251	0	0	0	0
No	22.0059	0	0	856.397	9532.25	448.993	60.5234	0	0	5.02461	1979.79	0
No	22.0059	0	0	856.397	9532.25	448.993	60.5234	0	0	5.02461	1979.79	0
No	22.0059	0	0	856.397	9532.25	448.993	60.5234	0	0	5.02461	1979.79	0
No	22.0059	0	0	856.397	9532.25	448.993	60.5234	0	0	5.02461	1979.79	0
Yes	2.19412	0	0	15505.7	2035.75	839.494	29977.2	0	0	1783.12	493.759	991.021
No	7.03897	0	0	3234.45	533.924	510.385	10566	0	0	279.334	2.97211	712.212
No	0	0	0	63.5769	0	7.90677	0	0	0	0	0	0
Yes	31.7963	0	0	49777.3	2824	2755.59	93657.4	0	0	7141.67	445.067	3986.57
Yes	31.7963	0	0	49777.3	2824	2755.59	93657.4	0	0	7141.67	445.067	3986.57
Yes	31.7963	0	0	49777.3	2824	2755.59	93657.4	0	0	7141.67	445.067	3986.57
No	0	0	0	320.097	0	400.081	136.962	0	0	0	0	94.6006
No	0	0	0	20.9815	22.8207	24.072	0	0	0	0	255.064	0
No	0	0	0	20.9815	22.8207	24.072	0	0	0	0	255.064	0
No	0	0	0	20.9815	22.8207	24.072	0	0	0	0	255.064	0
No	0	0	0	20.9815	22.8207	24.072	0	0	0	0	255.064	0
No	2.60943	0	0	148.69	1.04278	73.0974	0	0	0	0	71.902	2.42491
No	2.60943	0	0	148.69	1.04278	73.0974	0	0	0	0	71.902	2.42491
No	2.60943	0	0	148.69	1.04278	73.0974	0	0	0	0	71.902	2.42491
No	0	0	0	11.3285	5.16833	4.9324	4.07826	0	0	0	0	0
No	3.41385	2.67106	0	140.946	9.2577	20.7672	57.1205	0	0	0	0	14.7366
Yes	1.62196	0	0	7595.26	1587	1350.95	16284	0	0	323.654	346.079	731.628
No	11.6137	0	0	4715.35	920.442	1181.27	10532	0	0	404.951	0	983.461
No	0	0	0	150.661	12.7239	185.67	17.4667	0	0	21.6563	7.9304	23.5211
No	0	0	0	5.63686	0	9.52674	0	0	0	0	0	1.65504
Yes	0	0	0	9.1926	23.2744	8.6526	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	11.2787	0	0	135.298	138.295	973.938	0	0	0	0	717.458	9.78471
No	11.2787	0	0	135.298	138.295	973.938	0	0	0	0	717.458	9.78471
No	11.2787	0	0	135.298	138.295	973.938	0	0	0	0	717.458	9.78471
No	0	0	0	0	0	0	0	0	0	0	181.505	0
No	0	0	0	0	0	0	0	0	0	0	181.505	0
Yes	19.1359	632.232	0	951.875	5997.69	1660.81	475.922	10.8778	1368.97	0	1161.03	61.8288
Yes	19.1359	632.232	0	951.875	5997.69	1660.81	475.922	10.8778	1368.97	0	1161.03	61.8288
No	0	0	0	6.34085	3.67453	0	0	0	0	0	12.8742	0
No	0	0	0	0	29.1546	0	0	0	0	0	0	0
No	0	0	0	0	29.1546	0	0	0	0	0	0	0
No	0	0	0	0	29.1546	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	3.47569	0	0	0	1.21539	0
No	11.7444	3.80433	0	661.199	0	246.83	3.23106	0	0	113.275	0	129.959
No	0	0	0	137.174	22.7681	533.041	0	0	0	0	6.34253	229.034
No	0	0	0	137.174	22.7681	533.041	0	0	0	0	6.34253	229.034
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	19.9232	0	35.3221	8.64751	0	0	5.44674	0	7.91964
No	0	0	0	19.9232	0	35.3221	8.64751	0	0	5.44674	0	7.91964
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	19.531	14.4734	0	474.736	1494.13	152.027	27.9167	6.76412	33.9957	6.43138	0	0
Yes	19.531	14.4734	0	474.736	1494.13	152.027	27.9167	6.76412	33.9957	6.43138	0	0
No	0	0	0	0	14.331	2.18016	0	0	0	0	36.5431	0
No	0	0	0	6.00091	4.10555	0	14.3971	0	0	0	0	0
Yes	0	0	0	24.7985	0	0	30.8813	0	0	0	0	2.02189
No	7.22784	0	0	149.275	0	383.197	8.32006	0	0	0	0	4.10585
No	7.22784	0	0	149.275	0	383.197	8.32006	0	0	0	0	4.10585
No	9.67816	0	0	90.5036	11.5501	627.88	0	0	0	0	0	14.5629
No	9.67816	0	0	90.5036	11.5501	627.88	0	0	0	0	0	14.5629
No	9.67816	0	0	90.5036	11.5501	627.88	0	0	0	0	0	14.5629
No	9.67816	0	0	90.5036	11.5501	627.88	0	0	0	0	0	14.5629
No	0	0	0	0	0	0.373337	0	0	0	0	156.856	0
Yes	22.7888	687.316	0	78.2294	6620.87	83.238	0	11.8826	635.599	0.358689	0	1.91376
Yes	22.7888	687.316	0	78.2294	6620.87	83.238	0	11.8826	635.599	0.358689	0	1.91376
Yes	7.11802	24.1719	0	176.584	1495.24	125.033	5.62274	4.25501	0	5.44977	0	0
No	0	0	0	0	0	0	0	0	1.68948	0	0	0
No	0	0	0	0	0	6.5295	0	0	0	0	0.502549	0
No	0	0	0	0	0	6.5295	0	0	0	0	0.502549	0
Yes	3.0259	222.639	2.04351	168.316	394.428	347.72	8.96625	8.03259	58.3748	10.2484	0	41.3823
No	0	0	0	0	0	3.22758	0	0	0	0	0	0
No	3.78474	13.8521	0	2590.34	12.2615	1594.42	3358.1	0	0	274.711	0	545.661
No	0	0	0	15.0544	0	8.51323	0	0	0	0	21.0631	0
No	0	0	0	0	1.6612	0	0	0	0	0	199.741	0
No	0	0	0	0	1.6612	0	0	0	0	0	199.741	0
No	0	0	0	0	1.6612	0	0	0	0	0	199.741	0
No	0	0	0	0	1.6612	0	0	0	0	0	199.741	0
No	0	0	0	1839.79	0	444.537	203.987	0	0	81.4544	0	201.849
No	0	0	0	75.4514	0	41.8257	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	5.19601	12.5098	2.30424	0	0	0	0	39.8528	0
Yes	5.26538	35.5567	0	5889.9	16.0304	1749.49	97.159	0.941178	235.516	139.178	0	298.519
Yes	5.26538	35.5567	0	5889.9	16.0304	1749.49	97.159	0.941178	235.516	139.178	0	298.519
Yes	3.96509	0	0	661.621	154.84	659.633	3805.75	0	0	19.5493	219.639	332.737
No	5.88925	0	0	66.186	0	102.511	8.77781	0	0	0	94.9265	92.8773
No	3.53393	0	0	15.8876	0	15.6104	0	0	0	0	0	1.43177
No	0	0	0	0	0	0	0	0	0	0	9.82082	4.08612
No	0	0	0	18.6403	2.46289	43.7633	6.37736	0	0	0	12.0194	91.1843
Yes	0	9.01696	0	23.6651	427.886	40.1755	0	14.235	12.4081	0	2.90753	0
Yes	4.88715	20.5352	0	353.202	2478.92	99.6122	10.9899	6.8045	2.89422	3.70031	0	85.064
Yes	0	5.43244	0	3389.12	1122.86	1451.97	341.615	0	12.4562	75.0178	33.5999	197.653
Yes	0	5.43244	0	3389.12	1122.86	1451.97	341.615	0	12.4562	75.0178	33.5999	197.653
No	4.09704	9.05134	0	16.1789	118.036	39.272	5.30209	0	0	0	0	0
No	4.51108	0	0	15.5658	5.08278	14.736	0	0	0	0	0	2.5411
No	0	0	0	80.899	0	77.3329	0	0	16.9291	0	0	8.75338
No	0	0	0	80.899	0	77.3329	0	0	16.9291	0	0	8.75338
No	0	0	0	80.899	0	77.3329	0	0	16.9291	0	0	8.75338
Yes	0	0	0	427.969	3570.8	57.7563	0	0	0	3.30603	0	0
Yes	0	0	0	427.969	3570.8	57.7563	0	0	0	3.30603	0	0
Yes	0	0	0	427.969	3570.8	57.7563	0	0	0	3.30603	0	0
No	0	0	0	17.9864	15.6705	0	0	0	0	0	313.74	0
No	0	0	0	1.40024	0	17.8729	0	0	0	0	76.4522	0
No	0	0	0	1.40024	0	17.8729	0	0	0	0	76.4522	0
Yes	0	0	0	0	0	9.06279	296.408	0	0	0	0	276.015
Yes	0	0	0	0	0	9.06279	296.408	0	0	0	0	276.015
Yes	0	0	0	0	0	9.06279	296.408	0	0	0	0	276.015
Yes	0	0	0	1.64558	1.67601	0.458053	1.66356	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	8.95176	0
No	0	0	0	0	0	0	0	0	0	0	8.95176	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	5.8237	5.75828	0	11.1133	7.71512	5.05734	0	0	0	0	31.5076	0
No	5.8237	5.75828	0	11.1133	7.71512	5.05734	0	0	0	0	31.5076	0
No	0	0	0	2.3918	0	9.33806	0	0	0	0	40.8947	0
No	0	0	0	2.3918	0	9.33806	0	0	0	0	40.8947	0
No	0	0	0	18.8571	0	1.12628	8.99237	0	0	0	0	0.877907
No	0	0	0	18.8571	0	1.12628	8.99237	0	0	0	0	0.877907
Yes	0	0	0	18.8571	0	0	0	0	0	0	0	0
Yes	0	0	0	18.8571	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	9.06224	0
No	0	0	0	0	0	0	0	0	0	0	9.06224	0
No	0	0	0	0	4.55186	0	25.8561	0	0	0	18.1952	0
No	0	0	0	0	4.55186	0	25.8561	0	0	0	18.1952	0
No	0	0	0	161.44	0	221.526	1.58475	0	0	0	7.14254	1.89097
No	0	0	0	0	0	0	0	0	0	0	7.67935	0
No	0	0	0	0	0	0	0	0	0	0	7.67935	0
No	0	0	0	0	0	0	0	0	0	0	9.04774	0
No	0	0	0	880.291	0	350.294	0	0	0	1.36564	6.48194	0
No	0	0	0	880.291	0	350.294	0	0	0	1.36564	6.48194	0
No	0	0	0	0	14.6436	0	0	0	0	0	18.0958	0
No	0	0	0	0	14.6436	0	0	0	0	0	18.0958	0
No	0	0	0	0	14.6436	0	0	0	0	0	18.0958	0
No	2.94561	0	0	260.066	0	484.363	10.6926	0	0	76.8609	0	227.703
No	0	0	0	3.96167	5.25958	0	2.9582	0	0	0	35.1451	0
No	0	0	0	8.86364	8.66825	0	0	0	0	0	22.2992	0
No	0	0	0	8.86364	8.66825	0	0	0	0	0	22.2992	0
No	0	0	0	3.98319	0	0	0	0	0	0	4.12303	0
No	0	0	0	0.95622	6.60818	36.1782	0	0	0	0	6.08347	0
No	0	0	0	16.5587	0	4.93958	0	0	0	0	0	0
Yes	0	0	0	18.6224	0	0	4.32896	0	0	0	0	0
No	0	0	0	3.72898	0	0	0	0	0	0	2.6007	0
No	0	0	0	0	11.799	0	0	0	0	0	235.132	0
No	9.75938	19.5663	0	58.5073	2.64712	60.2833	173.592	0	0	0	18.1438	45.9014
No	9.75938	19.5663	0	58.5073	2.64712	60.2833	173.592	0	0	0	18.1438	45.9014
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	4.09318	0	0	483.242	716.219	2283.08	708.354	0	0	0	570.6	483.404
No	4.09318	0	0	483.242	716.219	2283.08	708.354	0	0	0	570.6	483.404
No	0	0	0	2.3861	0	6.07562	0	0	0	0	7.45247	0
No	0	0	0	2.3861	0	6.07562	0	0	0	0	7.45247	0
Yes	0	0	6.5077	29648.8	2883.93	4535.1	60864.6	0	0	3607.97	357.569	1856.52
Yes	0	0	6.5077	29648.8	2883.93	4535.1	60864.6	0	0	3607.97	357.569	1856.52
Yes	7.67652	0	0	162.15	574.743	114.412	0.127866	28.257	7.1626	7.9469	0	0
Yes	7.67652	0	0	162.15	574.743	114.412	0.127866	28.257	7.1626	7.9469	0	0
No	0	0	0	0	0	4.49824	0	0	0	0	0	0
No	0	0	0	0	0	4.49824	0	0	0	0	0	0
No	0	2.49991	0	0	18.2672	8.28529	0	0	0	0	116.908	0
No	5.5141	0	0	1264.87	161.054	2400.99	925.679	0	0	20.5794	1165.82	117.465
No	5.5141	0	0	1264.87	161.054	2400.99	925.679	0	0	20.5794	1165.82	117.465
Yes	153.983	1693.78	16.2511	28778.5	10641.2	7122.91	86748.4	6.02066	1483.96	7694.74	0	3016.21
Yes	153.983	1693.78	16.2511	28778.5	10641.2	7122.91	86748.4	6.02066	1483.96	7694.74	0	3016.21
Yes	0	1.23335	0.726386	69.9539	6.66286	27.1911	22.3868	0	0	3.40009	0	0
No	0	0	0	0	0	39.6946	0	0	0	0	0	0
No	0	0	0	0	0	3.15369	0	0	0	0	7.01999	0
