"H2AFZ_AvgSignal","H2AFZ_MaxSignal","H2AFZ_MaxScaledSignal","H2AK5ac_AvgSignal","H2AK5ac_MaxSignal","H2AK5ac_MaxScaledSignal","H2AK9ac_AvgSignal","H2AK9ac_MaxSignal","H2AK9ac_MaxScaledSignal","H2BK120ac_AvgSignal","H2BK120ac_MaxSignal","H2BK120ac_MaxScaledSignal","H2BK12ac_AvgSignal","H2BK12ac_MaxSignal","H2BK12ac_MaxScaledSignal","H2BK15ac_AvgSignal","H2BK15ac_MaxSignal","H2BK15ac_MaxScaledSignal","H2BK20ac_AvgSignal","H2BK20ac_MaxSignal","H2BK20ac_MaxScaledSignal","H2BK5ac_AvgSignal","H2BK5ac_MaxSignal","H2BK5ac_MaxScaledSignal","H3F3A_AvgSignal","H3F3A_MaxSignal","H3F3A_MaxScaledSignal","H3K14ac_AvgSignal","H3K14ac_MaxSignal","H3K14ac_MaxScaledSignal","H3K18ac_AvgSignal","H3K18ac_MaxSignal","H3K18ac_MaxScaledSignal","H3K23ac_AvgSignal","H3K23ac_MaxSignal","H3K23ac_MaxScaledSignal","H3K23me2_AvgSignal","H3K23me2_MaxSignal","H3K23me2_MaxScaledSignal","H3K27ac_AvgSignal","H3K27ac_MaxSignal","H3K27ac_MaxScaledSignal","H3K27me3_AvgSignal","H3K27me3_MaxSignal","H3K27me3_MaxScaledSignal","H3K36me3_AvgSignal","H3K36me3_MaxSignal","H3K36me3_MaxScaledSignal","H3K4ac_AvgSignal","H3K4ac_MaxSignal","H3K4ac_MaxScaledSignal","H3K4me1_AvgSignal","H3K4me1_MaxSignal","H3K4me1_MaxScaledSignal","H3K4me2_AvgSignal","H3K4me2_MaxSignal","H3K4me2_MaxScaledSignal","H3K4me3_AvgSignal","H3K4me3_MaxSignal","H3K4me3_MaxScaledSignal","H3K56ac_AvgSignal","H3K56ac_MaxSignal","H3K56ac_MaxScaledSignal","H3K79me1_AvgSignal","H3K79me1_MaxSignal","H3K79me1_MaxScaledSignal","H3K79me2_AvgSignal","H3K79me2_MaxSignal","H3K79me2_MaxScaledSignal","H3K9ac_AvgSignal","H3K9ac_MaxSignal","H3K9ac_MaxScaledSignal","H3K9me1_AvgSignal","H3K9me1_MaxSignal","H3K9me1_MaxScaledSignal","H3K9me2_AvgSignal","H3K9me2_MaxSignal","H3K9me2_MaxScaledSignal","H3K9me3_AvgSignal","H3K9me3_MaxSignal","H3K9me3_MaxScaledSignal","H3T11ph_AvgSignal","H3T11ph_MaxSignal","H3T11ph_MaxScaledSignal","H4K12ac_AvgSignal","H4K12ac_MaxSignal","H4K12ac_MaxScaledSignal","H4K20me1_AvgSignal","H4K20me1_MaxSignal","H4K20me1_MaxScaledSignal","H4K5ac_AvgSignal","H4K5ac_MaxSignal","H4K5ac_MaxScaledSignal","H4K8ac_AvgSignal","H4K8ac_MaxSignal","H4K8ac_MaxScaledSignal","H4K91ac_AvgSignal","H4K91ac_MaxSignal","H4K91ac_MaxScaledSignal","chrm_acc_MaxScaledSignal","methylome","Dataset"
0,0,0,10.9814,6.41114,6.41114,0,0,0,0,0,0,7.62148,4.37838,4.37838,7.35051,4.70827,3.87281,0,0,0,0,0,0,18.1564,5.00408,5.00408,4.33367,4.33367,4.33367,0,0,0,5.59214,5.59214,5.59214,0,0,0,7452.84,324.22241,324.222,0,0,0,460.11,28.25527,28.2553,3.88427,5.22266,3.46883,2563.79,44.39462,44.3946,1258.42,48.81302,48.813,4601,171.54503,171.545,0,0,0,10.9163,5.50136,5.50136,257.332,30.80884,30.8088,1200.79,57.38564,57.3856,0.0810245,3.56508,0.0810245,0,0,0,1.53146,3.85053,1.53146,0,0,0,0,0,0,195.486,8.88778,8.88778,0,0,0,6.34084,4.20989,3.20526,0,0,0,1.56205,71.7025,"protein-coding-exon3"
0,0,0,0,0,0,0,0,0,3.8214,4.9408,3.8214,5.70242,5.70242,5.70242,0,0,0,0,0,0,4.49403,5.53111,4.49403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.722,13.15394,11.818,5.89581,5.89581,5.89581,715.559,12.94658,12.9466,0,0,0,22.5882,5.89052,4.37187,0,0,0,0,0,0,0,0,0,5.08367,5.08367,5.08367,24.8865,10.55406,10.5541,0.653846,3.98535,0.653846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78611,3.78611,3.78611,0,0,0,0,0,0,0,0,0,0.156176,88.5401,"protein-coding-exon3"
0.712924,3.4458,0.712924,0,0,0,0,0,0,0,0,0,0,0,0,2.96014,4.56618,2.96014,1.31426,2.88738,1.31426,4.66931,3.24149,3.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4739,6.79269,6.79269,76.1369,12.9635,12.9635,0,0,0,0,0,0,18.4195,9.69634,7.48959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46763,78.9536,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.633,7.6111,7.6111,4.02897,4.02897,4.02897,0,0,0,0,0,0,67.1238,7.32837,7.32837,0,0,0,12.9945,6.38523,6.38523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4244,4.66122,4.66122,8.39942,9.1298,8.39942,407.275,29.2608,29.2608,0,0,0,61.1477,9.86181,9.33585,0,0,0,0,0,0,0,0,0,0,0,0,229.822,19.46412,19.4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42635,6.14064,4.42126,0,0,0,0,0,0,0,0,0,0,81.0827,"protein-coding-exon2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4894,3.72321,3.60471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"protein-coding-exon2"
0,0,0,3.78883,3.78883,3.78883,0,0,0,0,0,0,5.85604,6.5383,5.85604,0.679518,3.90723,0.679518,1.92492,4.51768,1.92492,7.06064,7.06064,7.06064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.461,25.97767,25.9777,5.16383,6.38538,5.16383,1035.54,16.82873,16.8287,0,0,0,210.553,14.50896,14.509,3.63824,3.63824,3.63824,8.53975,5.57345,4.27485,0,0,0,4.35697,4.35697,4.35697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17653,3.47863,3.47863,0,0,0,0,0,0,7.03544,4.6452,4.6452,6.69162,89.359,"protein-coding-exon3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29983,3.34006,3.34006,18.7159,5.73232,4.76838,0,0,0,26.8969,5.99433,5.99433,4.24411,4.24411,4.24411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.037,9.81127,9.81127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.718,"protein-coding-exon3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.761,56.44308,35.3351,7.5595,10.42689,7.5595,1517.48,41.83048,41.8305,0,0,0,1314.37,29.30829,29.3083,18.6677,16.17506,16.1751,1793.8,127.35051,127.351,0,0,0,2.84342,3.44657,2.84342,507.536,31.42661,31.4266,23.3479,23.34787,23.3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6639,7.64434,7.64434,0,0,0,0,0,0,0,0,0,0.0287975,86.8697,"protein-coding-exon2"
14.97,9.93338,9.93338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2946,5.47627,5.47627,156.408,17.18108,17.1811,8.49916,8.49916,8.49916,0,0,0,10.7615,4.45252,4.45252,6.52977,6.52977,6.52977,0,0,0,0,0,0,0,0,0,6.18605,3.72486,3.72486,7.98661,4.61777,4.61777,0,0,0,0,0,0,7.94953,6.43096,6.43096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32485,61.4561,"protein-coding-exon3"
